,Unnamed: 0,statement,source,link,veracity,freq,length,lemmas,general_pos_tags,specific_pos_tags,sd_tags
582,2542,"""Each vegan spares more than 100 animals every year.""",Heather Moore,/web/20180119172051/http://www.politifact.com/rhode-island/statements/2015/dec/06/heather-moore/vegan-leaves-real-meat-claim-untouched/,0,1,53,vegan spare animal year,"[('""', 'PUNCT'), ('Each', 'DET'), ('vegan', 'NOUN'), ('spares', 'VERB'), ('more', 'ADJ'), ('than', 'ADP'), ('100', 'NUM'), ('animals', 'NOUN'), ('every', 'DET'), ('year', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Each', 'DT'), ('vegan', 'NN'), ('spares', 'VBZ'), ('more', 'JJR'), ('than', 'IN'), ('100', 'CD'), ('animals', 'NNS'), ('every', 'DT'), ('year', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Each', 'det'), ('vegan', 'nsubj'), ('spares', 'ROOT'), ('more', 'amod'), ('than', 'quantmod'), ('100', 'nummod'), ('animals', 'dobj'), ('every', 'det'), ('year', 'npadvmod'), ('.', 'punct'), ('""', 'punct')]"
583,2545,"""California has more kids in poverty ... than virtually any other state.""",Common Sense Kids Action,/web/20180119172051/http://www.politifact.com/california/statements/2015/dec/04/common-sense-kids-action/does-california-have-most-children-poverty/,1,1,73,california kid poverty virtually state,"[('""', 'PUNCT'), ('California', 'PROPN'), ('has', 'VERB'), ('more', 'ADJ'), ('kids', 'NOUN'), ('in', 'ADP'), ('poverty', 'NOUN'), ('...', 'PUNCT'), ('than', 'ADP'), ('virtually', 'ADV'), ('any', 'DET'), ('other', 'ADJ'), ('state', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('California', 'NNP'), ('has', 'VBZ'), ('more', 'JJR'), ('kids', 'NNS'), ('in', 'IN'), ('poverty', 'NN'), ('...', ':'), ('than', 'IN'), ('virtually', 'RB'), ('any', 'DT'), ('other', 'JJ'), ('state', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('California', 'nsubj'), ('has', 'ROOT'), ('more', 'amod'), ('kids', 'dobj'), ('in', 'prep'), ('poverty', 'pobj'), ('...', 'punct'), ('than', 'prep'), ('virtually', 'advmod'), ('any', 'det'), ('other', 'amod'), ('state', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
584,2556,"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",Vicky Hartzler,/web/20180119172053/http://www.politifact.com/missouri/statements/2015/nov/30/vicky-hartzler/hartzler-was-modest-connection-between-drugs-and-f/,1,4,103,percent kid foster care parent involve drug,"[('""', 'PUNCT'), ('Twenty', 'NUM'), ('-', 'PUNCT'), ('five', 'NUM'), ('percent', 'NOUN'), ('of', 'ADP'), ('our', 'PRON'), ('kids', 'NOUN'), ('in', 'ADP'), ('foster', 'ADJ'), ('care', 'NOUN'), ('are', 'AUX'), ('there', 'ADV'), ('because', 'SCONJ'), ('their', 'PRON'), ('parents', 'NOUN'), ('are', 'AUX'), ('involved', 'VERB'), ('in', 'ADP'), ('drugs', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Twenty', 'CD'), ('-', 'HYPH'), ('five', 'CD'), ('percent', 'NN'), ('of', 'IN'), ('our', 'PRP$'), ('kids', 'NNS'), ('in', 'IN'), ('foster', 'JJ'), ('care', 'NN'), ('are', 'VBP'), ('there', 'RB'), ('because', 'IN'), ('their', 'PRP$'), ('parents', 'NNS'), ('are', 'VBP'), ('involved', 'VBN'), ('in', 'IN'), ('drugs', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Twenty', 'compound'), ('-', 'punct'), ('five', 'nummod'), ('percent', 'nsubj'), ('of', 'prep'), ('our', 'poss'), ('kids', 'pobj'), ('in', 'prep'), ('foster', 'amod'), ('care', 'pobj'), ('are', 'ROOT'), ('there', 'advmod'), ('because', 'mark'), ('their', 'poss'), ('parents', 'nsubjpass'), ('are', 'auxpass'), ('involved', 'advcl'), ('in', 'prep'), ('drugs', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
585,2563,"""More black babies are aborted in NYC than born.""",Cynthia Meyer,/web/20180119172053/http://www.politifact.com/texas/statements/2015/nov/25/cynthia-meyer/cynthia-meyer-says-more-black-babies-are-aborted-n/,1,1,49,more black baby abort nyc bear,"[('""', 'PUNCT'), ('More', 'ADJ'), ('black', 'ADJ'), ('babies', 'NOUN'), ('are', 'AUX'), ('aborted', 'VERB'), ('in', 'ADP'), ('NYC', 'PROPN'), ('than', 'SCONJ'), ('born', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('More', 'JJR'), ('black', 'JJ'), ('babies', 'NNS'), ('are', 'VBP'), ('aborted', 'VBN'), ('in', 'IN'), ('NYC', 'NNP'), ('than', 'IN'), ('born', 'VBN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('More', 'amod'), ('black', 'amod'), ('babies', 'nsubjpass'), ('are', 'auxpass'), ('aborted', 'ROOT'), ('in', 'prep'), ('NYC', 'pobj'), ('than', 'mark'), ('born', 'advcl'), ('.', 'punct'), ('""', 'punct')]"
586,2570,"""The actual (construction) contracts that we’ve awarded to date have come in several hundred million dollars below estimates.""",Jeff Morales,/web/20180119172055/http://www.politifact.com/california/statements/2015/nov/24/jeff-morales/have-construction-costs-dropped-several-hundred-mi/,1,1,126,actual construction contract award date come million dollar estimate,"[('""', 'PUNCT'), ('The', 'DET'), ('actual', 'ADJ'), ('(', 'PUNCT'), ('construction', 'NOUN'), (')', 'PUNCT'), ('contracts', 'NOUN'), ('that', 'PRON'), ('we', 'PRON'), ('’ve', 'AUX'), ('awarded', 'VERB'), ('to', 'ADP'), ('date', 'NOUN'), ('have', 'AUX'), ('come', 'VERB'), ('in', 'ADP'), ('several', 'ADJ'), ('hundred', 'NUM'), ('million', 'NUM'), ('dollars', 'NOUN'), ('below', 'ADP'), ('estimates', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('The', 'DT'), ('actual', 'JJ'), ('(', '-LRB-'), ('construction', 'NN'), (')', '-RRB-'), ('contracts', 'NNS'), ('that', 'WDT'), ('we', 'PRP'), ('’ve', 'VBP'), ('awarded', 'VBN'), ('to', 'IN'), ('date', 'NN'), ('have', 'VBP'), ('come', 'VBN'), ('in', 'IN'), ('several', 'JJ'), ('hundred', 'CD'), ('million', 'CD'), ('dollars', 'NNS'), ('below', 'IN'), ('estimates', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('The', 'det'), ('actual', 'amod'), ('(', 'punct'), ('construction', 'nmod'), (')', 'punct'), ('contracts', 'nsubj'), ('that', 'dobj'), ('we', 'nsubj'), ('’ve', 'aux'), ('awarded', 'relcl'), ('to', 'prep'), ('date', 'pobj'), ('have', 'aux'), ('come', 'ROOT'), ('in', 'prep'), ('several', 'amod'), ('hundred', 'compound'), ('million', 'nummod'), ('dollars', 'pobj'), ('below', 'prep'), ('estimates', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
587,2572,"""59 percent of Americans today believe that Barack Obama is still a Muslim.""",Arsalan  Iftikhar,/web/20180119172055/http://www.politifact.com/punditfact/statements/2015/nov/23/arsalan-iftikhar/do-59-percent-americans-believe-barack-obama-musli/,0,1,76,percent americans today believe barack obama muslim,"[('""', 'PUNCT'), ('59', 'NUM'), ('percent', 'NOUN'), ('of', 'ADP'), ('Americans', 'PROPN'), ('today', 'NOUN'), ('believe', 'VERB'), ('that', 'SCONJ'), ('Barack', 'PROPN'), ('Obama', 'PROPN'), ('is', 'AUX'), ('still', 'ADV'), ('a', 'DET'), ('Muslim', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('59', 'CD'), ('percent', 'NN'), ('of', 'IN'), ('Americans', 'NNPS'), ('today', 'NN'), ('believe', 'VBP'), ('that', 'IN'), ('Barack', 'NNP'), ('Obama', 'NNP'), ('is', 'VBZ'), ('still', 'RB'), ('a', 'DT'), ('Muslim', 'NNP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('59', 'nummod'), ('percent', 'nsubj'), ('of', 'prep'), ('Americans', 'pobj'), ('today', 'npadvmod'), ('believe', 'ROOT'), ('that', 'mark'), ('Barack', 'compound'), ('Obama', 'nsubj'), ('is', 'ccomp'), ('still', 'advmod'), ('a', 'det'), ('Muslim', 'attr'), ('.', 'punct'), ('""', 'punct')]"
588,2579,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",Peter Kinder,/web/20180119172055/http://www.politifact.com/missouri/statements/2015/nov/22/peter-kinder/missouri-politician-wrongly-claims-zero-evidence-s/,0,3,138,incident suppose fece depict swastika wall bathroom hall support zero fact,"[('""', 'PUNCT'), ('This', 'DET'), ('incident', 'NOUN'), ('of', 'ADP'), ('supposed', 'VERB'), ('feces', 'NOUN'), ('depicting', 'VERB'), ('a', 'DET'), ('swastika', 'NOUN'), ('on', 'ADP'), ('the', 'DET'), ('wall', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('bathrooms', 'NOUN'), ('in', 'ADP'), ('one', 'NUM'), ('of', 'ADP'), ('the', 'DET'), ('halls', 'NOUN'), ('...', 'PUNCT'), ('has', 'AUX'), ('been', 'AUX'), ('supported', 'VERB'), ('by', 'ADP'), ('zero', 'NUM'), ('fact', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('This', 'DT'), ('incident', 'NN'), ('of', 'IN'), ('supposed', 'VBN'), ('feces', 'NNS'), ('depicting', 'VBG'), ('a', 'DT'), ('swastika', 'NN'), ('on', 'IN'), ('the', 'DT'), ('wall', 'NN'), ('of', 'IN'), ('a', 'DT'), ('bathrooms', 'NNS'), ('in', 'IN'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('halls', 'NNS'), ('...', ':'), ('has', 'VBZ'), ('been', 'VBN'), ('supported', 'VBN'), ('by', 'IN'), ('zero', 'CD'), ('fact', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('This', 'det'), ('incident', 'nsubjpass'), ('of', 'prep'), ('supposed', 'amod'), ('feces', 'pobj'), ('depicting', 'acl'), ('a', 'det'), ('swastika', 'dobj'), ('on', 'prep'), ('the', 'det'), ('wall', 'pobj'), ('of', 'prep'), ('a', 'det'), ('bathrooms', 'pobj'), ('in', 'prep'), ('one', 'pobj'), ('of', 'prep'), ('the', 'det'), ('halls', 'pobj'), ('...', 'punct'), ('has', 'aux'), ('been', 'auxpass'), ('supported', 'ROOT'), ('by', 'agent'), ('zero', 'nummod'), ('fact', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
589,2580,"""@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.""",Paul Doughty,/web/20180119172055/http://www.politifact.com/rhode-island/statements/2015/nov/22/paul-doughty/union-mayor-rescue-captain-worked-96-hours-straigh/,1,2,109,think plan safe rescue captain kenyon work hour straight hour,"[('""', 'PUNCT'), ('@Jorge_Elorza', 'PUNCT'), ('still', 'ADV'), ('think', 'VERB'), ('your', 'PRON'), ('plan', 'NOUN'), ('is', 'AUX'), ('safe', 'ADJ'), ('?', 'PUNCT'), ('Rescue', 'NOUN'), ('Captain', 'PROPN'), ('Kenyon', 'PROPN'), ('just', 'ADV'), ('worked', 'VERB'), ('96', 'NUM'), ('hours', 'NOUN'), ('straight', 'ADV'), ('.', 'PUNCT'), ('96', 'NUM'), ('hours', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('@Jorge_Elorza', ','), ('still', 'RB'), ('think', 'VBP'), ('your', 'PRP$'), ('plan', 'NN'), ('is', 'VBZ'), ('safe', 'JJ'), ('?', '.'), ('Rescue', 'NN'), ('Captain', 'NNP'), ('Kenyon', 'NNP'), ('just', 'RB'), ('worked', 'VBD'), ('96', 'CD'), ('hours', 'NNS'), ('straight', 'RB'), ('.', '.'), ('96', 'CD'), ('hours', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('@Jorge_Elorza', 'punct'), ('still', 'advmod'), ('think', 'ROOT'), ('your', 'poss'), ('plan', 'nsubj'), ('is', 'ccomp'), ('safe', 'acomp'), ('?', 'punct'), ('Rescue', 'compound'), ('Captain', 'compound'), ('Kenyon', 'nsubj'), ('just', 'advmod'), ('worked', 'ROOT'), ('96', 'nummod'), ('hours', 'npadvmod'), ('straight', 'advmod'), ('.', 'punct'), ('96', 'nummod'), ('hours', 'ROOT'), ('.', 'punct'), ('""', 'punct')]"
590,2589,"""Forty-five states allow open carry of firearms.""",Marion Hammer,/web/20180119172057/http://www.politifact.com/florida/statements/2015/nov/18/marion-hammer/there-are-45-states-allow-open-carry-handguns-form/,1,1,49,state allow open carry firearm,"[('""', 'PUNCT'), ('Forty', 'NUM'), ('-', 'PUNCT'), ('five', 'NUM'), ('states', 'NOUN'), ('allow', 'VERB'), ('open', 'ADJ'), ('carry', 'NOUN'), ('of', 'ADP'), ('firearms', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Forty', 'CD'), ('-', 'HYPH'), ('five', 'CD'), ('states', 'NNS'), ('allow', 'VBP'), ('open', 'JJ'), ('carry', 'NN'), ('of', 'IN'), ('firearms', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Forty', 'compound'), ('-', 'punct'), ('five', 'nummod'), ('states', 'nsubj'), ('allow', 'ROOT'), ('open', 'amod'), ('carry', 'dobj'), ('of', 'prep'), ('firearms', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
591,2593,"""71% of WI’s roads are in poor or mediocre condition and 14% of WI’s bridges are structurally deficient or functionally obsolete.""",Jennifer  Shilling,/web/20180119172057/http://www.politifact.com/wisconsin/statements/2015/nov/18/jennifer-shilling/jennifer-shilling-71-state-roads-rated-poor-or-med/,1,1,130,wi road poor mediocre condition wi bridge structurally deficient functionally obsolete,"[('""', 'PUNCT'), ('71', 'NUM'), ('%', 'NOUN'), ('of', 'ADP'), ('WI', 'PROPN'), ('’s', 'PART'), ('roads', 'NOUN'), ('are', 'AUX'), ('in', 'ADP'), ('poor', 'ADJ'), ('or', 'CCONJ'), ('mediocre', 'ADJ'), ('condition', 'NOUN'), ('and', 'CCONJ'), ('14', 'NUM'), ('%', 'NOUN'), ('of', 'ADP'), ('WI', 'PROPN'), ('’s', 'PART'), ('bridges', 'NOUN'), ('are', 'AUX'), ('structurally', 'ADV'), ('deficient', 'ADJ'), ('or', 'CCONJ'), ('functionally', 'ADV'), ('obsolete', 'ADJ'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('71', 'CD'), ('%', 'NN'), ('of', 'IN'), ('WI', 'NNP'), ('’s', 'POS'), ('roads', 'NNS'), ('are', 'VBP'), ('in', 'IN'), ('poor', 'JJ'), ('or', 'CC'), ('mediocre', 'JJ'), ('condition', 'NN'), ('and', 'CC'), ('14', 'CD'), ('%', 'NN'), ('of', 'IN'), ('WI', 'NNP'), ('’s', 'POS'), ('bridges', 'NNS'), ('are', 'VBP'), ('structurally', 'RB'), ('deficient', 'JJ'), ('or', 'CC'), ('functionally', 'RB'), ('obsolete', 'JJ'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('71', 'nummod'), ('%', 'nsubj'), ('of', 'prep'), ('WI', 'poss'), ('’s', 'case'), ('roads', 'pobj'), ('are', 'ccomp'), ('in', 'prep'), ('poor', 'amod'), ('or', 'cc'), ('mediocre', 'conj'), ('condition', 'pobj'), ('and', 'cc'), ('14', 'nummod'), ('%', 'conj'), ('of', 'prep'), ('WI', 'poss'), ('’s', 'case'), ('bridges', 'pobj'), ('are', 'ROOT'), ('structurally', 'advmod'), ('deficient', 'acomp'), ('or', 'cc'), ('functionally', 'advmod'), ('obsolete', 'conj'), ('.', 'punct'), ('""', 'punct')]"
592,2608,"""After Sandy Hook, Ted Cruz stopped Obama’s push for new gun control laws.""",Courageous Conservatives PAC,/web/20180119172058/http://www.politifact.com/texas/statements/2015/nov/13/courageous-conservatives-pac/pro-ted-cruz-pac-says-cruz-stopped-obama-push-gun-/,0,2,75,sandy hook ted cruz stop obama push new gun control law,"[('""', 'PUNCT'), ('After', 'ADP'), ('Sandy', 'PROPN'), ('Hook', 'PROPN'), (',', 'PUNCT'), ('Ted', 'PROPN'), ('Cruz', 'PROPN'), ('stopped', 'VERB'), ('Obama', 'PROPN'), ('’s', 'PART'), ('push', 'NOUN'), ('for', 'ADP'), ('new', 'ADJ'), ('gun', 'NOUN'), ('control', 'NOUN'), ('laws', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('After', 'IN'), ('Sandy', 'NNP'), ('Hook', 'NNP'), (',', ','), ('Ted', 'NNP'), ('Cruz', 'NNP'), ('stopped', 'VBD'), ('Obama', 'NNP'), ('’s', 'POS'), ('push', 'NN'), ('for', 'IN'), ('new', 'JJ'), ('gun', 'NN'), ('control', 'NN'), ('laws', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('After', 'prep'), ('Sandy', 'compound'), ('Hook', 'pobj'), (',', 'punct'), ('Ted', 'compound'), ('Cruz', 'nsubj'), ('stopped', 'ROOT'), ('Obama', 'poss'), ('’s', 'case'), ('push', 'dobj'), ('for', 'prep'), ('new', 'amod'), ('gun', 'compound'), ('control', 'compound'), ('laws', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
593,2610,"""When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.""",Courageous Conservatives PAC,/web/20180119172058/http://www.politifact.com/florida/statements/2015/nov/13/courageous-conservatives-pac/pac-supporting-ted-cruz-says-when-marco-rubio-trie/,0,2,93,chuck schumer marco rubio try push amnesty ted cruz stop,"[('""', 'PUNCT'), ('When', 'SCONJ'), ('Chuck', 'PROPN'), ('Schumer', 'PROPN'), ('and', 'CCONJ'), ('Marco', 'PROPN'), ('Rubio', 'PROPN'), ('tried', 'VERB'), ('to', 'PART'), ('push', 'VERB'), ('amnesty', 'NOUN'), (',', 'PUNCT'), ('it', 'PRON'), ('was', 'AUX'), ('Ted', 'PROPN'), ('Cruz', 'PROPN'), ('who', 'PRON'), ('stopped', 'VERB'), ('them', 'PRON'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('When', 'WRB'), ('Chuck', 'NNP'), ('Schumer', 'NNP'), ('and', 'CC'), ('Marco', 'NNP'), ('Rubio', 'NNP'), ('tried', 'VBD'), ('to', 'TO'), ('push', 'VB'), ('amnesty', 'NN'), (',', ','), ('it', 'PRP'), ('was', 'VBD'), ('Ted', 'NNP'), ('Cruz', 'NNP'), ('who', 'WP'), ('stopped', 'VBD'), ('them', 'PRP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('When', 'advmod'), ('Chuck', 'compound'), ('Schumer', 'nsubj'), ('and', 'cc'), ('Marco', 'compound'), ('Rubio', 'conj'), ('tried', 'advcl'), ('to', 'aux'), ('push', 'xcomp'), ('amnesty', 'dobj'), (',', 'punct'), ('it', 'nsubj'), ('was', 'ROOT'), ('Ted', 'compound'), ('Cruz', 'attr'), ('who', 'nsubj'), ('stopped', 'ccomp'), ('them', 'dobj'), ('.', 'punct'), ('""', 'punct')]"
594,2623,"""Our state has no major rivers to produce big hydropower.""",Tim Echols,/web/20180119172103/http://www.politifact.com/georgia/statements/2015/nov/10/tim-echols/wading-question-hydropower-georgia/,1,1,58,state major river produce big hydropower,"[('""', 'PUNCT'), ('Our', 'PRON'), ('state', 'NOUN'), ('has', 'VERB'), ('no', 'DET'), ('major', 'ADJ'), ('rivers', 'NOUN'), ('to', 'PART'), ('produce', 'VERB'), ('big', 'ADJ'), ('hydropower', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Our', 'PRP$'), ('state', 'NN'), ('has', 'VBZ'), ('no', 'DT'), ('major', 'JJ'), ('rivers', 'NNS'), ('to', 'TO'), ('produce', 'VB'), ('big', 'JJ'), ('hydropower', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Our', 'poss'), ('state', 'nsubj'), ('has', 'ROOT'), ('no', 'det'), ('major', 'amod'), ('rivers', 'dobj'), ('to', 'aux'), ('produce', 'acl'), ('big', 'amod'), ('hydropower', 'dobj'), ('.', 'punct'), ('""', 'punct')]"
595,2625,"""Everyone on California’s roads is properly licensed, tested and insured.""",Luis Alejo,/web/20180119172103/http://www.politifact.com/california/statements/2015/nov/09/luis-alejo/claim-says-all-california-drivers-are-insured/,0,1,74,california road properly license test insure,"[('""', 'PUNCT'), ('Everyone', 'PRON'), ('on', 'ADP'), ('California', 'PROPN'), ('’s', 'PART'), ('roads', 'NOUN'), ('is', 'AUX'), ('properly', 'ADV'), ('licensed', 'VERB'), (',', 'PUNCT'), ('tested', 'VERB'), ('and', 'CCONJ'), ('insured', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Everyone', 'NN'), ('on', 'IN'), ('California', 'NNP'), ('’s', 'POS'), ('roads', 'NNS'), ('is', 'VBZ'), ('properly', 'RB'), ('licensed', 'VBN'), (',', ','), ('tested', 'VBN'), ('and', 'CC'), ('insured', 'VBN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Everyone', 'nmod'), ('on', 'prep'), ('California', 'pobj'), ('’s', 'case'), ('roads', 'nsubjpass'), ('is', 'auxpass'), ('properly', 'advmod'), ('licensed', 'ROOT'), (',', 'punct'), ('tested', 'conj'), ('and', 'cc'), ('insured', 'conj'), ('.', 'punct'), ('""', 'punct')]"
596,2630,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",Mason Tvert,/web/20180119172103/http://www.politifact.com/rhode-island/statements/2015/nov/08/mason-tvert/clearing-air-over-marijuana-support/,1,1,83,most americans ready marijuana prohibition,"[('""', 'PUNCT'), ('Most', 'ADJ'), ('Americans', 'PROPN'), ('are', 'AUX'), ('ready', 'ADJ'), ('to', 'PART'), ('put', 'VERB'), ('it', 'PRON'), ('[', 'PUNCT'), ('marijuana', 'PROPN'), ('prohibition', 'NOUN'), (']', 'PUNCT'), ('behind', 'ADP'), ('us', 'PRON'), ('and', 'CCONJ'), ('move', 'VERB'), ('on', 'ADP'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Most', 'JJS'), ('Americans', 'NNPS'), ('are', 'VBP'), ('ready', 'JJ'), ('to', 'TO'), ('put', 'VB'), ('it', 'PRP'), ('[', '-LRB-'), ('marijuana', 'NNP'), ('prohibition', 'NN'), (']', '-RRB-'), ('behind', 'IN'), ('us', 'PRP'), ('and', 'CC'), ('move', 'VB'), ('on', 'RP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Most', 'amod'), ('Americans', 'nsubj'), ('are', 'ROOT'), ('ready', 'acomp'), ('to', 'aux'), ('put', 'xcomp'), ('it', 'dobj'), ('[', 'punct'), ('marijuana', 'compound'), ('prohibition', 'npadvmod'), (']', 'punct'), ('behind', 'prep'), ('us', 'pobj'), ('and', 'cc'), ('move', 'conj'), ('on', 'prt'), ('.', 'punct'), ('""', 'punct')]"
597,2638,"""No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.""",Kevin de León,/web/20180119172106/http://www.politifact.com/california/statements/2015/nov/03/kevin-de-leon/does-california-have-most-ambitious-clean-energy-g/,1,1,142,city state state nation matter entire world adopt clean energy target ambitious scale,"[('""', 'PUNCT'), ('No', 'DET'), ('city', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('state', 'NOUN'), (',', 'PUNCT'), ('no', 'DET'), ('state', 'NOUN'), ('in', 'ADP'), ('this', 'DET'), ('nation', 'NOUN'), (',', 'PUNCT'), ('for', 'ADP'), ('that', 'DET'), ('matter', 'NOUN'), ('the', 'DET'), ('entire', 'ADJ'), ('world', 'NOUN'), (',', 'PUNCT'), ('has', 'AUX'), ('adopted', 'VERB'), ('(', 'PUNCT'), ('clean', 'ADJ'), ('energy', 'NOUN'), (')', 'PUNCT'), ('targets', 'VERB'), ('more', 'ADV'), ('ambitious', 'ADJ'), ('in', 'ADP'), ('scale', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('No', 'DT'), ('city', 'NN'), ('in', 'IN'), ('the', 'DT'), ('state', 'NN'), (',', ','), ('no', 'DT'), ('state', 'NN'), ('in', 'IN'), ('this', 'DT'), ('nation', 'NN'), (',', ','), ('for', 'IN'), ('that', 'DT'), ('matter', 'NN'), ('the', 'DT'), ('entire', 'JJ'), ('world', 'NN'), (',', ','), ('has', 'VBZ'), ('adopted', 'VBN'), ('(', '-LRB-'), ('clean', 'JJ'), ('energy', 'NN'), (')', '-RRB-'), ('targets', 'VBZ'), ('more', 'RBR'), ('ambitious', 'JJ'), ('in', 'IN'), ('scale', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('No', 'det'), ('city', 'nsubj'), ('in', 'prep'), ('the', 'det'), ('state', 'pobj'), (',', 'punct'), ('no', 'det'), ('state', 'appos'), ('in', 'prep'), ('this', 'det'), ('nation', 'pobj'), (',', 'punct'), ('for', 'prep'), ('that', 'det'), ('matter', 'pobj'), ('the', 'det'), ('entire', 'amod'), ('world', 'pobj'), (',', 'punct'), ('has', 'aux'), ('adopted', 'nsubj'), ('(', 'punct'), ('clean', 'amod'), ('energy', 'dobj'), (')', 'punct'), ('targets', 'ROOT'), ('more', 'advmod'), ('ambitious', 'advmod'), ('in', 'prep'), ('scale', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
598,2651,"""Most Americans are now getting their news from Facebook.""",Rebecca Kleefisch,/web/20180119172109/http://www.politifact.com/wisconsin/statements/2015/oct/29/rebecca-kleefisch/most-people-get-their-news-facebook-gop-wisconsin-/,0,4,58,most americans news facebook,"[('""', 'PUNCT'), ('Most', 'ADJ'), ('Americans', 'PROPN'), ('are', 'AUX'), ('now', 'ADV'), ('getting', 'VERB'), ('their', 'PRON'), ('news', 'NOUN'), ('from', 'ADP'), ('Facebook', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Most', 'JJS'), ('Americans', 'NNPS'), ('are', 'VBP'), ('now', 'RB'), ('getting', 'VBG'), ('their', 'PRP$'), ('news', 'NN'), ('from', 'IN'), ('Facebook', 'NNP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Most', 'amod'), ('Americans', 'nsubj'), ('are', 'aux'), ('now', 'advmod'), ('getting', 'ROOT'), ('their', 'poss'), ('news', 'dobj'), ('from', 'prep'), ('Facebook', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
